cityCode	cityName	townCode	townName	읍면동명	투표구명	선거인수	투표수	더불어민주연합	국민의미래	녹색정의당	새로운미래	개혁신당	자유통일당	조국혁신당	가가국민참여신당	가가호호공명선거대한당	반공정당코리아	가락특권폐지당	공화당	국가혁명당	국민대통합당	금융개혁당	기독당	기후민생당	내일로미래로	노동당	노인복지당	대중민주당	대한국민당	대한민국당	대한상공인당	미래당	새누리당	소나무당	신한반도당	여성의당	우리공화당	자유민주당	케이정치혁신연합당	통일한국당	한국농어민당	한나라당	한류연합당	홍익당	히시태그국민정책당	계	무효투표수	기권자수
1100	서울특별시	1101	종로구	합계	NA	126543	88952	21035	31077	2515	2028	4646	1852	20728	32	133	15	27	43	131	58	48	89	16	18	67	53	20	36	8	34	22	124	485	3	147	100	155	10	27	6	144	9	30	64	86035	2917	37591
1100	서울특별시	1101	종로구	거소·선상투표	NA	133	125	35	44	5	6	9	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	8	8
1100	서울특별시	1101	종로구	관외사전투표	NA	10421	10420	2666	2997	357	221	667	127	2833	3	6	1	6	3	15	6	6	10	2	3	9	3	2	2	0	5	0	20	71	1	27	14	8	1	0	1	20	3	7	9	10132	288	1
1100	서울특별시	1101	종로구	재외투표	NA	1392	837	191	221	44	16	36	12	284	0	2	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	1	6	0	4	0	1	0	0	0	4	0	0	0	827	10	555
1100	서울특별시	1101	종로구	청운효자동	소계	9104	6502	1410	2197	236	171	289	168	1722	1	10	1	0	3	11	1	0	7	0	0	7	2	0	2	2	2	2	4	35	0	8	4	21	1	2	2	5	0	1	2	6329	173	2602
1100	서울특별시	1101	종로구	청운효자동	관내사전투표	3100	3100	723	882	100	86	112	40	1038	1	2	1	0	1	3	0	0	2	0	0	2	0	0	1	2	1	0	1	25	0	5	0	6	0	1	0	3	0	0	0	3038	62	0
1100	서울특별시	1101	종로구	청운효자동	청운효자동제1투	2011	1159	193	508	39	34	60	54	208	0	3	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	3	3	0	1	1	1	0	0	0	2	0	0	1	1119	40	852
1100	서울특별시	1101	종로구	청운효자동	청운효자동제2투	1939	1046	204	412	40	30	50	28	224	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	6	1	0	1	0	0	1	0	1005	41	893
1100	서울특별시	1101	종로구	청운효자동	청운효자동제3투	2054	1197	290	395	57	21	67	46	252	0	4	0	0	2	4	0	0	2	0	0	1	2	0	1	0	0	2	0	6	0	2	2	8	0	1	1	0	0	0	1	1167	30	857
1100	서울특별시	1101	종로구	사직동	소계	7172	4861	776	2064	161	128	304	125	1057	2	8	2	1	3	5	2	4	6	2	1	3	3	0	0	0	0	2	4	28	0	12	3	9	0	0	1	9	1	0	0	4726	135	2311
1100	서울특별시	1101	종로구	사직동	관내사전투표	2091	2091	349	802	60	58	122	25	597	1	0	0	1	1	1	0	2	3	0	1	2	1	0	0	0	0	2	0	14	0	0	0	4	0	0	1	4	0	0	0	2051	40	0
1100	서울특별시	1101	종로구	사직동	사직동제1투	1685	929	200	355	25	28	43	24	193	0	1	0	0	2	2	1	0	2	0	0	1	2	0	0	0	0	0	1	3	0	5	1	1	0	0	0	0	1	0	0	891	38	756
1100	서울특별시	1101	종로구	사직동	사직동제2투	3396	1841	227	907	76	42	139	76	267	1	7	2	0	0	2	1	2	1	2	0	0	0	0	0	0	0	0	3	11	0	7	2	4	0	0	0	5	0	0	0	1784	57	1555
1100	서울특별시	1101	종로구	삼청동	소계	1828	1254	214	549	38	21	48	33	279	1	4	0	0	0	3	2	0	0	0	2	2	1	0	0	0	0	0	0	13	0	2	1	1	0	0	0	2	0	2	2	1220	34	574
1100	서울특별시	1101	종로구	삼청동	관내사전투표	581	581	109	206	14	10	26	7	175	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	563	18	0
1100	서울특별시	1101	종로구	삼청동	삼청동투표소	1247	673	105	343	24	11	22	26	104	1	4	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	3	0	2	1	1	0	0	0	2	0	1	1	657	16	574
1100	서울특별시	1101	종로구	부암동	소계	7023	4872	970	1770	172	86	215	114	1288	2	12	1	1	4	3	2	0	5	2	0	4	9	0	4	0	0	1	6	37	0	6	1	13	1	0	1	9	1	1	1	4742	130	2151
1100	서울특별시	1101	종로구	부암동	관내사전투표	1890	1890	423	537	51	24	72	17	686	0	2	0	0	1	2	2	0	0	0	0	1	6	0	1	0	0	1	2	18	0	1	0	3	1	0	1	4	1	0	0	1857	33	0
1100	서울특별시	1101	종로구	부암동	부암동제1투	1870	990	168	398	60	16	47	40	198	1	1	0	1	1	0	0	0	2	2	0	1	2	0	1	0	0	0	1	8	0	1	0	4	0	0	0	4	0	1	1	959	31	880
1100	서울특별시	1101	종로구	부암동	부암동제2투	1814	1138	240	442	37	26	52	24	247	1	9	0	0	2	0	0	0	2	0	0	1	1	0	1	0	0	0	2	7	0	3	0	2	0	0	0	0	0	0	0	1099	39	676
1100	서울특별시	1101	종로구	부암동	부암동제3투	1449	854	139	393	24	20	44	33	157	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	4	0	1	1	4	0	0	0	1	0	0	0	827	27	595
1100	서울특별시	1101	종로구	평창동	소계	13540	9386	1346	4218	222	166	408	313	2198	1	32	1	4	4	16	8	7	17	0	1	6	5	0	4	0	1	1	12	59	0	7	20	24	1	0	0	13	0	4	5	9124	262	4154
1100	서울특별시	1101	종로구	평창동	관내사전투표	3753	3753	624	1418	85	60	147	50	1205	0	0	1	1	2	4	4	3	2	0	1	1	0	0	2	0	1	1	9	33	0	3	5	4	0	0	0	7	0	1	0	3674	79	0
1100	서울특별시	1101	종로구	평창동	평창동제1투	1901	1061	122	504	26	23	61	36	214	0	9	0	0	1	1	1	0	0	0	0	0	3	0	1	0	0	0	1	11	0	1	1	7	0	0	0	0	0	1	0	1024	37	840
1100	서울특별시	1101	종로구	평창동	평창동제2투	2830	1552	172	837	28	19	76	114	223	0	5	0	1	0	0	1	3	8	0	0	1	0	0	0	0	0	0	0	2	0	1	3	6	0	0	0	2	0	0	0	1502	50	1278
1100	서울특별시	1101	종로구	평창동	평창동제3투	1744	1086	141	540	37	22	47	45	196	1	2	0	1	1	3	0	0	3	0	0	2	1	0	0	0	0	0	0	6	0	2	1	0	1	0	0	0	0	2	3	1057	29	658
1100	서울특별시	1101	종로구	평창동	평창동제4투	1641	1017	173	451	25	30	36	34	207	0	7	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	3	0	0	8	2	0	0	0	2	0	0	2	987	30	624
1100	서울특별시	1101	종로구	평창동	평창동제5투	1671	917	114	468	21	12	41	34	153	0	9	0	0	0	6	1	1	4	0	0	2	0	0	0	0	0	0	1	4	0	0	2	5	0	0	0	2	0	0	0	880	37	754
1100	서울특별시	1101	종로구	무악동	소계	6104	4596	899	1717	122	114	263	87	1168	3	7	1	2	1	7	2	3	4	3	0	3	3	0	1	0	6	0	3	19	0	7	4	5	0	2	0	9	0	1	1	4467	129	1508
1100	서울특별시	1101	종로구	무악동	관내사전투표	2320	2320	484	766	54	58	128	14	728	1	3	1	1	0	2	0	1	1	0	0	1	1	0	1	0	2	0	1	14	0	1	2	0	0	0	0	4	0	1	0	2270	50	0
1100	서울특별시	1101	종로구	무악동	무악동제1투	1638	1031	185	426	39	25	62	28	204	0	3	0	1	0	1	2	1	3	1	0	0	0	0	0	0	0	0	2	3	0	2	0	1	0	1	0	0	0	0	0	990	41	607
1100	서울특별시	1101	종로구	무악동	무악동제2투	2146	1245	230	525	29	31	73	45	236	2	1	0	0	1	4	0	1	0	2	0	2	2	0	0	0	4	0	0	2	0	4	2	4	0	1	0	5	0	0	1	1207	38	901
1100	서울특별시	1101	종로구	교남동	소계	7701	5595	1180	2093	156	152	361	117	1244	0	9	0	1	3	5	5	2	6	3	1	0	2	1	0	2	0	2	8	22	0	2	10	9	1	0	0	4	0	2	3	5406	189	2106
1100	서울특별시	1101	종로구	교남동	관내사전투표	2517	2515	593	805	62	58	157	29	715	0	0	0	1	2	2	3	1	4	0	0	0	1	1	0	2	0	0	2	15	0	1	1	6	1	0	0	1	0	1	0	2464	51	2
1100	서울특별시	1101	종로구	교남동	교남동제1투	1478	730	216	223	21	19	26	25	135	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	3	1	0	0	0	1	0	1	0	682	48	748
1100	서울특별시	1101	종로구	교남동	교남동제2투	1310	690	179	237	26	19	32	22	129	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	2	0	0	0	655	35	620
1100	서울특별시	1101	종로구	교남동	교남동제3투	2396	1660	192	828	47	56	146	41	265	0	7	0	0	0	2	1	0	1	2	1	0	0	0	0	0	0	2	3	3	0	1	3	1	0	0	0	0	0	0	3	1605	55	736
1100	서울특별시	1101	종로구	가회동	소계	3394	2393	560	845	100	55	67	45	606	1	1	2	0	0	0	1	1	1	0	1	5	0	0	1	0	0	0	3	9	0	7	1	2	0	1	0	3	0	2	3	2323	70	1001
1100	서울특별시	1101	종로구	가회동	관내사전투표	1311	1311	350	379	48	24	37	10	409	1	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	1	7	0	5	0	1	0	0	0	2	0	1	2	1282	29	0
1100	서울특별시	1101	종로구	가회동	가회동투표소	2083	1082	210	466	52	31	30	35	197	0	1	2	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	2	2	0	2	1	1	0	1	0	1	0	1	1	1041	41	1001
1100	서울특별시	1101	종로구	종로1·2·3·4가동	소계	5583	3225	682	1310	67	62	143	91	660	4	4	1	2	1	19	0	0	1	0	2	0	4	2	1	1	1	1	3	18	0	3	1	10	1	2	0	6	0	0	3	3106	119	2358
1100	서울특별시	1101	종로구	종로1·2·3·4가동	관내사전투표	1484	1484	329	547	24	23	60	24	404	2	2	1	1	1	8	0	0	0	0	0	0	2	0	0	0	0	1	1	13	0	0	0	1	0	0	0	2	0	0	2	1448	36	0
1100	서울특별시	1101	종로구	종로1·2·3·4가동	종로1·2·3·4가동제1투	1751	721	119	343	16	13	32	29	108	1	2	0	1	0	5	0	0	1	0	1	0	1	0	0	0	1	0	1	2	0	2	0	6	0	2	0	0	0	0	0	686	35	1030
1100	서울특별시	1101	종로구	종로1·2·3·4가동	종로1·2·3·4가동제2투	2348	1020	234	420	27	26	51	38	148	1	0	0	0	0	6	0	0	0	0	1	0	1	2	1	1	0	0	1	3	0	1	1	3	1	0	0	4	0	0	1	972	48	1328
1100	서울특별시	1101	종로구	종로5·6가동	소계	4371	2604	676	940	62	57	146	56	496	1	0	1	0	2	2	4	2	1	0	0	3	0	2	1	1	2	2	2	11	0	6	7	4	0	1	0	6	0	2	2	2498	106	1767
1100	서울특별시	1101	종로구	종로5·6가동	관내사전투표	1225	1225	336	400	25	25	60	11	298	1	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	1	1	0	7	0	1	5	3	0	1	0	4	0	1	1	1187	38	0
1100	서울특별시	1101	종로구	종로5·6가동	종로5·6가동제1투	1868	805	181	295	35	21	76	27	116	0	0	1	0	2	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	4	2	0	0	0	0	1	0	0	0	768	37	1063
1100	서울특별시	1101	종로구	종로5·6가동	종로5·6가동제2투	1278	574	159	245	2	11	10	18	82	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	1	0	2	3	0	1	0	1	0	0	0	1	0	1	1	543	31	704
1100	서울특별시	1101	종로구	이화동	소계	6261	4287	1195	1309	127	108	279	74	938	0	5	1	1	5	7	3	5	4	0	0	5	3	1	2	0	0	2	12	15	1	8	5	3	0	2	0	5	0	1	6	4132	155	1974
1100	서울특별시	1101	종로구	이화동	관내사전투표	2177	2177	656	580	63	51	134	18	562	0	0	0	1	2	3	0	1	3	0	0	4	1	1	1	0	0	0	8	10	0	6	2	1	0	1	0	1	0	0	3	2113	64	0
1100	서울특별시	1101	종로구	이화동	이화동제1투	2112	1118	302	379	40	27	71	30	208	0	0	1	0	1	2	1	2	1	0	0	0	1	0	0	0	0	2	2	3	0	1	0	0	0	1	0	0	0	0	2	1077	41	994
1100	서울특별시	1101	종로구	이화동	이화동제2투	1972	992	237	350	24	30	74	26	168	0	5	0	0	2	2	2	2	0	0	0	1	1	0	1	0	0	0	2	2	1	1	3	2	0	0	0	4	0	1	1	942	50	980
1100	서울특별시	1101	종로구	혜화동	소계	13339	9143	2316	2908	310	249	716	122	1961	0	14	0	4	5	9	5	6	10	2	1	13	2	0	6	1	1	3	13	47	1	25	9	21	2	6	0	13	0	1	7	8809	334	4196
1100	서울특별시	1101	종로구	혜화동	관내사전투표	4293	4292	1180	1183	129	98	328	28	1150	0	1	0	2	2	2	1	1	5	0	0	7	1	0	3	1	1	2	7	26	1	10	3	3	2	1	0	6	0	0	2	4186	106	1
1100	서울특별시	1101	종로구	혜화동	혜화동제1투	2239	1262	324	458	52	45	74	24	196	0	4	0	0	0	1	1	2	1	1	0	4	0	0	0	0	0	0	1	9	0	3	1	1	0	3	0	1	0	0	1	1207	55	977
1100	서울특별시	1101	종로구	혜화동	혜화동제2투	2109	1119	251	410	51	37	92	24	184	0	2	0	0	2	2	0	1	1	1	0	1	0	0	1	0	0	1	0	2	0	0	0	7	0	0	0	2	0	1	0	1073	46	990
1100	서울특별시	1101	종로구	혜화동	혜화동제3투	1876	1007	199	367	31	27	98	18	189	0	0	0	1	1	2	2	2	0	0	1	0	0	0	0	0	0	0	3	5	0	5	4	7	0	0	0	3	0	0	1	966	41	869
1100	서울특별시	1101	종로구	혜화동	혜화동제4투	1519	799	200	255	33	24	76	12	139	0	2	0	1	0	2	1	0	2	0	0	1	0	0	1	0	0	0	1	2	0	3	1	0	0	2	0	1	0	0	1	760	39	720
1100	서울특별시	1101	종로구	혜화동	혜화동제5투	1303	664	162	235	14	18	48	16	103	0	5	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	3	0	4	0	3	0	0	0	0	0	0	2	617	47	639
1100	서울특별시	1101	종로구	창신제1동	소계	4753	3370	1093	1008	67	61	113	57	730	2	1	0	1	0	7	5	3	1	0	0	0	1	3	3	1	3	0	6	17	0	6	7	4	0	1	0	6	2	2	2	3213	157	1383
1100	서울특별시	1101	종로구	창신제1동	관내사전투표	2072	2072	745	536	37	35	60	19	511	2	0	0	1	0	4	1	2	0	0	0	0	0	3	1	1	1	0	5	14	0	5	2	1	0	1	0	5	2	0	2	1996	76	0
1100	서울특별시	1101	종로구	창신제1동	창신제1동제1투	704	295	78	119	7	8	8	15	33	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	274	21	409
1100	서울특별시	1101	종로구	창신제1동	창신제1동제2투	1977	1003	270	353	23	18	45	23	186	0	1	0	0	0	2	2	1	1	0	0	0	1	0	1	0	2	0	0	2	0	1	5	3	0	0	0	1	0	2	0	943	60	974
1100	서울특별시	1101	종로구	창신제2동	소계	6115	3786	1269	1162	39	66	107	66	786	1	5	0	2	3	7	5	2	4	0	1	1	5	8	5	0	6	0	9	19	0	4	5	2	0	2	1	9	0	2	7	3610	176	2329
1100	서울특별시	1101	종로구	창신제2동	관내사전투표	1282	1282	487	311	10	17	27	10	348	0	0	0	1	1	3	1	1	2	0	0	0	1	0	1	0	3	0	2	10	0	1	0	0	0	0	0	4	0	0	1	1242	40	0
1100	서울특별시	1101	종로구	창신제2동	창신제2동제1투	1243	666	215	242	6	15	16	14	112	0	0	0	0	0	2	4	1	0	0	0	0	0	2	1	0	0	0	1	2	0	0	1	1	0	2	0	2	0	0	1	640	26	577
1100	서울특별시	1101	종로구	창신제2동	창신제2동제2투	1969	1099	332	377	16	20	34	21	193	1	5	0	1	2	0	0	0	2	0	1	1	3	3	3	0	1	0	6	4	0	2	2	0	0	0	1	2	0	2	4	1039	60	870
1100	서울특별시	1101	종로구	창신제2동	창신제2동제3투	1621	739	235	232	7	14	30	21	133	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	2	0	0	3	0	1	2	1	0	0	0	1	0	0	1	689	50	882
1100	서울특별시	1101	종로구	창신제3동	소계	5152	3637	1032	1221	59	95	144	72	830	3	3	1	0	0	5	3	2	8	1	3	1	2	0	0	0	4	1	7	22	0	3	4	2	0	2	0	11	1	0	3	3545	92	1515
1100	서울특별시	1101	종로구	창신제3동	관내사전투표	1603	1603	500	452	21	38	50	19	456	0	0	0	0	0	3	2	0	2	0	2	0	1	0	0	0	1	1	3	12	0	1	0	1	0	0	0	5	1	0	0	1571	32	0
1100	서울특별시	1101	종로구	창신제3동	창신제3동제1투	1281	647	194	225	10	20	20	24	112	0	2	1	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0	2	3	0	0	1	1	0	0	0	3	0	0	2	626	21	634
1100	서울특별시	1101	종로구	창신제3동	창신제3동제2투	2268	1387	338	544	28	37	74	29	262	3	1	0	0	0	2	0	2	3	1	0	1	1	0	0	0	2	0	2	7	0	2	3	0	0	2	0	3	0	0	1	1348	39	881
1100	서울특별시	1101	종로구	숭인제1동	소계	4696	2977	899	992	48	68	115	69	610	3	6	1	0	0	6	2	0	2	0	0	4	3	1	0	0	1	1	2	10	0	3	0	2	0	4	0	3	0	2	4	2861	116	1719
1100	서울특별시	1101	종로구	숭인제1동	관내사전투표	1364	1364	474	393	17	31	53	13	325	1	0	1	0	0	1	1	0	1	0	0	1	2	1	0	0	0	0	0	7	0	1	0	1	0	0	0	2	0	0	0	1326	38	0
1100	서울특별시	1101	종로구	숭인제1동	숭인제1동제1투	1882	883	223	330	22	19	33	33	155	1	3	0	0	0	4	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	2	833	50	999
1100	서울특별시	1101	종로구	숭인제1동	숭인제1동제2투	1450	730	202	269	9	18	29	23	130	1	3	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	1	3	0	1	0	1	0	2	0	1	0	2	2	702	28	720
1100	서울특별시	1101	종로구	숭인제2동	소계	8461	5081	1625	1512	123	126	216	104	1021	4	4	1	2	5	4	0	4	1	0	2	1	5	0	4	0	2	4	9	27	0	7	4	14	2	2	0	7	1	0	4	4847	234	3380
1100	서울특별시	1101	종로구	숭인제2동	관내사전투표	2156	2155	724	587	47	55	78	19	540	2	1	0	0	3	1	0	0	0	0	1	1	3	0	1	0	0	1	3	12	0	1	0	5	0	1	0	3	0	0	2	2091	64	1
1100	서울특별시	1101	종로구	숭인제2동	숭인제2동제1투	2819	1205	405	338	54	29	77	31	181	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	4	4	0	5	0	2	1	0	0	0	0	0	1	1140	65	1614
1100	서울특별시	1101	종로구	숭인제2동	숭인제2동제2투	1814	904	256	321	16	24	35	31	136	1	1	0	2	1	2	0	1	1	0	0	0	0	0	1	0	0	3	2	3	0	1	4	3	1	1	0	4	0	0	0	851	53	910
1100	서울특별시	1101	종로구	숭인제2동	숭인제2동제3투	1672	817	240	266	6	18	26	23	164	0	1	0	0	0	0	0	3	0	0	0	0	1	0	1	0	2	0	0	8	0	0	0	4	0	0	0	0	1	0	1	765	52	855
1100	서울특별시	1101	종로구	잘못 투입·구분된 투표지	NA	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1
1100	서울특별시	1102	중구	합계	NA	177850	123251	29202	45739	3024	2525	5112	2798	26647	31	144	31	18	43	204	91	78	120	26	34	65	60	16	43	19	27	24	212	584	1	197	141	174	10	26	16	224	13	38	82	117839	5412	54599
1100	서울특별시	1102	중구	거소·선상투표	NA	192	178	51	59	2	2	7	2	33	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	159	19	14
1100	서울특별시	1102	중구	관외사전투표	NA	14275	14270	3679	4433	406	261	780	166	3726	3	17	2	1	7	23	6	11	17	1	3	11	3	2	2	3	5	6	29	89	0	29	14	22	3	3	5	15	3	7	14	13807	463	5
1100	서울특별시	1102	중구	재외투표	NA	1398	888	201	246	37	10	29	12	311	0	2	0	0	1	4	3	0	1	0	1	0	0	0	0	0	0	0	3	4	0	2	0	1	0	0	0	3	0	0	0	871	17	510
1100	서울특별시	1102	중구	소공동	소계	1818	1227	227	466	46	28	65	31	284	0	4	0	0	0	1	1	0	2	1	1	2	0	0	0	0	0	1	2	8	0	2	1	5	0	0	0	2	0	0	0	1180	47	591
1100	서울특별시	1102	중구	소공동	관내사전투표	512	512	117	160	12	12	18	4	162	0	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	496	16	0
1100	서울특별시	1102	중구	소공동	소공동제1투	298	122	24	52	2	0	7	4	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	114	8	176
1100	서울특별시	1102	중구	소공동	소공동제2투	1008	593	86	254	32	16	40	23	103	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	5	0	0	0	0	0	0	0	570	23	415
1100	서울특별시	1102	중구	회현동	소계	3710	2289	465	1057	31	39	92	63	408	1	1	0	0	1	1	3	5	2	2	0	1	0	1	0	0	0	2	1	10	0	1	3	2	0	2	0	1	0	0	0	2195	94	1421
1100	서울특별시	1102	중구	회현동	관내사전투표	1066	1066	253	440	17	16	39	12	249	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1038	28	0
1100	서울특별시	1102	중구	회현동	회현동제1투	2142	965	152	500	11	19	46	38	133	1	1	0	0	1	0	1	5	1	2	0	1	0	0	0	0	0	1	0	2	0	0	3	1	0	1	0	1	0	0	0	921	44	1177
1100	서울특별시	1102	중구	회현동	회현동제2투	502	258	60	117	3	4	7	13	26	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	236	22	244
1100	서울특별시	1102	중구	명동	소계	2117	1324	276	545	29	14	50	38	288	0	5	0	0	1	4	1	0	2	0	0	1	0	0	1	1	1	0	3	12	0	3	0	4	0	0	0	0	0	0	1	1280	44	793
1100	서울특별시	1102	중구	명동	관내사전투표	685	685	167	253	11	7	22	10	175	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	9	0	2	0	1	0	0	0	0	0	0	0	664	21	0
1100	서울특별시	1102	중구	명동	명동제1투	1330	609	105	276	17	7	28	27	108	0	2	0	0	1	3	1	0	1	0	0	0	0	0	1	0	1	0	1	3	0	1	0	2	0	0	0	0	0	0	1	586	23	721
1100	서울특별시	1102	중구	명동	명동제2투	102	30	4	16	1	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	72
1100	서울특별시	1102	중구	필동	소계	4288	2950	737	989	87	67	108	69	658	1	2	0	1	1	7	1	3	6	0	0	1	3	0	2	1	0	0	2	17	0	6	3	6	0	1	0	2	0	0	2	2783	167	1338
1100	서울특별시	1102	중구	필동	관내사전투표	1779	1779	495	512	45	41	67	30	478	0	0	0	0	1	3	1	3	3	0	0	0	1	0	1	0	0	0	0	10	0	2	0	4	0	1	0	2	0	0	1	1701	78	0
1100	서울특별시	1102	중구	필동	필동제1투	1188	569	111	237	18	13	21	23	84	1	2	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	5	0	4	2	1	0	0	0	0	0	0	0	528	41	619
1100	서울특별시	1102	중구	필동	필동제2투	1321	602	131	240	24	13	20	16	96	0	0	0	1	0	3	0	0	2	0	0	1	1	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	1	554	48	719
1100	서울특별시	1102	중구	장충동	소계	4112	2639	720	899	73	68	120	51	521	1	3	2	0	0	4	5	2	1	0	1	2	0	0	0	0	0	0	4	8	0	2	2	4	0	0	0	2	0	0	0	2495	144	1473
1100	서울특별시	1102	중구	장충동	관내사전투표	1190	1190	321	367	34	31	43	22	303	0	1	2	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	2	5	0	2	1	0	0	0	0	0	0	0	0	1141	49	0
1100	서울특별시	1102	중구	장충동	장충동제1투	1443	738	205	289	18	14	32	21	103	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	1	0	0	0	696	42	705
1100	서울특별시	1102	중구	장충동	장충동제2투	1479	711	194	243	21	23	45	8	115	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	658	53	768
1100	서울특별시	1102	중구	광희동	소계	4328	2419	548	976	78	52	115	61	393	0	8	0	0	1	7	1	1	0	0	0	2	1	0	1	0	0	1	9	15	0	5	2	3	0	0	0	7	0	0	1	2288	131	1909
1100	서울특별시	1102	중구	광희동	관내사전투표	572	572	168	184	31	8	17	6	123	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	550	22	0
1100	서울특별시	1102	중구	광희동	광희동제1투	1299	577	137	248	14	8	25	16	81	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	3	0	0	0	539	38	722
1100	서울특별시	1102	중구	광희동	광희동제2투	2457	1270	243	544	33	36	73	39	189	0	6	0	0	1	5	1	1	0	0	0	1	0	0	1	0	0	1	4	9	0	2	2	3	0	0	0	4	0	0	1	1199	71	1187
1100	서울특별시	1102	중구	을지로동	소계	2726	1793	415	626	65	43	96	31	394	0	2	0	0	1	6	1	1	1	0	2	0	3	0	0	0	1	0	4	4	0	1	2	3	1	0	0	2	1	0	1	1707	86	933
1100	서울특별시	1102	중구	을지로동	관내사전투표	878	878	233	262	33	17	45	6	238	0	0	0	0	1	5	0	1	0	0	1	0	1	0	0	0	0	0	2	3	0	0	0	1	0	0	0	1	1	0	0	851	27	0
1100	서울특별시	1102	중구	을지로동	을지로동제1투	1282	621	122	245	24	21	37	13	103	0	1	0	0	0	0	1	0	1	0	1	0	2	0	0	0	1	0	2	1	0	1	1	1	1	0	0	1	0	0	0	580	41	661
1100	서울특별시	1102	중구	을지로동	을지로동제2투	566	294	60	119	8	5	14	12	53	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	276	18	272
1100	서울특별시	1102	중구	신당동	소계	6960	4414	1277	1512	85	92	150	110	867	1	2	0	0	2	9	2	8	3	2	1	3	2	1	2	2	0	0	8	30	0	11	4	9	0	1	0	6	0	0	1	4203	211	2546
1100	서울특별시	1102	중구	신당동	관내사전투표	2146	2146	722	627	40	49	71	30	486	1	0	0	0	2	1	1	5	2	2	0	1	0	1	2	0	0	0	4	21	0	2	3	1	0	0	0	1	0	0	1	2076	70	0
1100	서울특별시	1102	중구	신당동	신당동제1투	1613	678	176	242	14	11	22	38	111	0	2	0	0	0	4	1	1	0	0	0	0	1	0	0	1	0	0	2	3	0	0	1	4	0	0	0	2	0	0	0	636	42	935
