district	nesdcLabel	name	party	percent	info	조사시작일	조사기관.여론M	조사기관2	의뢰기관	총협조율	후보수	권역	선거구명	RegNumber	SurveyAgency	여론조사명칭	등록일	지역_시도	link	조사기관.여심위	공동조사기관	조사시간	조사완료사례수	총사용규모	총거절이탈규모	총접촉률	가중법	조사방법.요약	표본구성.요약	조사일수	휴일조사일수	조사종료일	지역
경기 평택을	(주)리서치뷰 -  평택시민신문/평택자치신문/평택시사신문	이병진	더불어민주당	54.8	2023-03-30 ~ 2024-03-31 / 무선 ARS / 무선전화번호가상번호 / 700명 / 8% / 95% 신뢰수준에 ±3.7%P	2023-03-30	(주)리서치뷰	리서치뷰	평택시민신문/평택자치신문/평택시사신문	8	2	경기	평택을	13230	(주)리서치뷰	경기도 평택시  (을)  국회의원선거 비례대표국회의원선거 정당지지도 	2024-04-01	경기도	/portal/bbs/B0000005/view.do?nttId=14907&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18	(주)리서치뷰		22시간0분	700	18935	8070	48.9	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SKT(9,240개),KT(5,632개),LGU(4,063개)가입자리스트로부터무작위추출	2	1	2024-03-31	지역
경기 평택을	(주)리서치뷰 -  평택시민신문/평택자치신문/평택시사신문	정우성	국민의힘	37.5	2023-03-30 ~ 2024-03-31 / 무선 ARS / 무선전화번호가상번호 / 700명 / 8% / 95% 신뢰수준에 ±3.7%P	2023-03-30	(주)리서치뷰	리서치뷰	평택시민신문/평택자치신문/평택시사신문	8	2	경기	평택을	13230	(주)리서치뷰	경기도 평택시  (을)  국회의원선거 비례대표국회의원선거 정당지지도 	2024-04-01	경기도	/portal/bbs/B0000005/view.do?nttId=14907&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=18	(주)리서치뷰		22시간0분	700	18935	8070	48.9	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SKT(9,240개),KT(5,632개),LGU(4,063개)가입자리스트로부터무작위추출	2	1	2024-03-31	지역
인천 동미추홀을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	남영희	더불어민주당	33.2	2023-09-06 ~ 2023-09-07 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 506명 / 15.5% / 95% 신뢰수준에 ±4.4%P	2023-09-06	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	15.5	2	인천	동미추홀을	11560	(주)여론조사꽃	인천광역시 동구 미추홀구  (을) 선거구  정당지지도 국회의원선거 	2023-09-08	인천광역시	/portal/bbs/B0000005/view.do?nttId=12977&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=176	(주)여론조사꽃		17시간30분	506	14498	2767	24.4	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4023),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-09-07	지역
인천 동미추홀을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	윤상현	국민의힘	38.4	2023-09-06 ~ 2023-09-07 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 506명 / 15.5% / 95% 신뢰수준에 ±4.4%P	2023-09-06	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	15.5	2	인천	동미추홀을	11560	(주)여론조사꽃	인천광역시 동구 미추홀구  (을) 선거구  정당지지도 국회의원선거 	2023-09-08	인천광역시	/portal/bbs/B0000005/view.do?nttId=12977&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=176	(주)여론조사꽃		17시간30분	506	14498	2767	24.4	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4023),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-09-07	지역
서울 광진을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	고민정	더불어민주당	38.1	2023-10-25 ~ 2023-10-26 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 505명 / 9.8% / 95% 신뢰수준에 ±4.4%P	2023-10-25	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	9.8	2	서울	광진을	11695	(주)여론조사꽃	서울특별시 광진구  을 선거구  정당지지도 국회의원선거 	2023-10-27	서울특별시	/portal/bbs/B0000005/view.do?nttId=13155&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=167	(주)여론조사꽃		15시간40분	505	14356	4671	40.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-10-26	지역
서울 광진을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	오신환	국민의힘	29	2023-10-25 ~ 2023-10-26 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 505명 / 9.8% / 95% 신뢰수준에 ±4.4%P	2023-10-25	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	9.8	2	서울	광진을	11695	(주)여론조사꽃	서울특별시 광진구  을 선거구  정당지지도 국회의원선거 	2023-10-27	서울특별시	/portal/bbs/B0000005/view.do?nttId=13155&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=167	(주)여론조사꽃		15시간40분	505	14356	4671	40.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-10-26	지역
서울 종로	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	곽상언	더불어민주당	34.8	2023-11-08 ~ 2023-11-09 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 510명 / 9.5% / 95% 신뢰수준에 ±4.3%P	2023-11-08	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	9.5	2	서울	종로	11728	(주)여론조사꽃	서울특별시 종로구    정당지지도 국회의원선거 	2023-11-10	서울특별시	/portal/bbs/B0000005/view.do?nttId=13195&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=164	(주)여론조사꽃		15시간40분	510	14829	4851	40.9	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2922)가입자리스트로부터무작위추출	2	0	2023-11-09	지역
서울 종로	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	최재형	국민의힘	29.5	2023-11-08 ~ 2023-11-09 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 510명 / 9.5% / 95% 신뢰수준에 ±4.3%P	2023-11-08	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	9.5	2	서울	종로	11728	(주)여론조사꽃	서울특별시 종로구    정당지지도 국회의원선거 	2023-11-10	서울특별시	/portal/bbs/B0000005/view.do?nttId=13195&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=164	(주)여론조사꽃		15시간40분	510	14829	4851	40.9	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2922)가입자리스트로부터무작위추출	2	0	2023-11-09	지역
경기 남양주을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	김병주	더불어민주당	37.7	2023-11-15 ~ 2023-11-16 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 510명 / 13% / 95% 신뢰수준에 ±4.3%P	2023-11-15	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	13	2	경기	남양주을	11750	(주)여론조사꽃	경기도 남양주시  을 선거구  정당지지도 국회의원선거 	2023-11-17	경기도	/portal/bbs/B0000005/view.do?nttId=13219&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=162	(주)여론조사꽃		11시간30분	510	13939	3404	30.3	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-11-16	지역
경기 남양주을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	곽관용	국민의힘	23.7	2023-11-15 ~ 2023-11-16 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 510명 / 13% / 95% 신뢰수준에 ±4.3%P	2023-11-15	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	13	2	경기	남양주을	11750	(주)여론조사꽃	경기도 남양주시  을 선거구  정당지지도 국회의원선거 	2023-11-17	경기도	/portal/bbs/B0000005/view.do?nttId=13219&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=162	(주)여론조사꽃		11시간30분	510	13939	3404	30.3	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-11-16	지역
경기 광주갑	모노커뮤니케이션즈(모노리서치) -  (주)조선뉴스프레스	소병훈	더불어민주당	42.4	2023-11-24 ~ 2023-11-26 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호RDD / 502명 / 2.2% / 95% 신뢰수준에 ±4.4%P	2023-11-24	모노커뮤니케이션즈(모노리서치)	모노커뮤니케이션즈(모노리서치)	(주)조선뉴스프레스	2.2	2	경기	광주갑	11782	모노커뮤니케이션즈(모노리서치)	경기도 광주시  갑 선거구   국회의원선거 정당지지도 	2023-11-28	경기도	/portal/bbs/B0000005/view.do?nttId=13255&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=160	모노커뮤니케이션즈(모노리서치)		23시간50분	502	91961	21886	52.1	셀가중	무선ARS(64%) 무선전화번호가상번호/유선ARS(36%) 유선전화번호RDD	무선ARS(64%) SK,KT,LGU+의가입자를대상으로무작위추출로제공받은가상번호SK-4,800,KT-4,800,LG-2,362총11,962건/유선ARS(36%) 12개국번별0000~9999까지랜덤생성	3	2	2023-11-26	지역
경기 광주갑	모노커뮤니케이션즈(모노리서치) -  (주)조선뉴스프레스	함경우	국민의힘	36.8	2023-11-24 ~ 2023-11-26 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호RDD / 502명 / 2.2% / 95% 신뢰수준에 ±4.4%P	2023-11-24	모노커뮤니케이션즈(모노리서치)	모노커뮤니케이션즈(모노리서치)	(주)조선뉴스프레스	2.2	2	경기	광주갑	11782	모노커뮤니케이션즈(모노리서치)	경기도 광주시  갑 선거구   국회의원선거 정당지지도 	2023-11-28	경기도	/portal/bbs/B0000005/view.do?nttId=13255&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=160	모노커뮤니케이션즈(모노리서치)		23시간50분	502	91961	21886	52.1	셀가중	무선ARS(64%) 무선전화번호가상번호/유선ARS(36%) 유선전화번호RDD	무선ARS(64%) SK,KT,LGU+의가입자를대상으로무작위추출로제공받은가상번호SK-4,800,KT-4,800,LG-2,362총11,962건/유선ARS(36%) 12개국번별0000~9999까지랜덤생성	3	2	2023-11-26	지역
경남 김해갑	모노커뮤니케이션즈(모노리서치) -  (주)조선뉴스프레스	민홍철	더불어민주당	42.6	2023-11-24 ~ 2023-11-26 / 유선 ARS, 무선 ARS / 유선전화번호RDD, 무선전화번호가상번호12,000 / 514명 / 2.4% / 95% 신뢰수준에 ±4.3%P	2023-11-24	모노커뮤니케이션즈(모노리서치)	모노커뮤니케이션즈(모노리서치)	(주)조선뉴스프레스	2.4	2	경남	김해갑	11786	모노커뮤니케이션즈(모노리서치)	경상남도 김해시  갑 선거구  국회의원선거 정당지지도 	2023-11-29	경상남도	/portal/bbs/B0000005/view.do?nttId=13259&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=160	모노커뮤니케이션즈(모노리서치)		24시간20분	514	127380	20854	43.6	셀가중	유선ARS(39%) 유선전화번호RDD/무선ARS(61%) 무선전화번호가상번호12,000	유선ARS(39%) 28개국번별0000~9999까지랜덤생성/무선ARS(61%) 	3	2	2023-11-26	지역
경남 김해갑	모노커뮤니케이션즈(모노리서치) -  (주)조선뉴스프레스	박성호	국민의힘	34.9	2023-11-24 ~ 2023-11-26 / 유선 ARS, 무선 ARS / 유선전화번호RDD, 무선전화번호가상번호12,000 / 514명 / 2.4% / 95% 신뢰수준에 ±4.3%P	2023-11-24	모노커뮤니케이션즈(모노리서치)	모노커뮤니케이션즈(모노리서치)	(주)조선뉴스프레스	2.4	2	경남	김해갑	11786	모노커뮤니케이션즈(모노리서치)	경상남도 김해시  갑 선거구  국회의원선거 정당지지도 	2023-11-29	경상남도	/portal/bbs/B0000005/view.do?nttId=13259&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=160	모노커뮤니케이션즈(모노리서치)		24시간20분	514	127380	20854	43.6	셀가중	유선ARS(39%) 유선전화번호RDD/무선ARS(61%) 무선전화번호가상번호12,000	유선ARS(39%) 28개국번별0000~9999까지랜덤생성/무선ARS(61%) 	3	2	2023-11-26	지역
경기 여주양평	모노커뮤니케이션즈(모노리서치) -  (주)조선뉴스프레스	최재관	더불어민주당	32.9	2023-11-24 ~ 2023-11-26 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호RDD / 507명 / 3.9% / 95% 신뢰수준에 ±4.4%P	2023-11-24	모노커뮤니케이션즈(모노리서치)	모노커뮤니케이션즈(모노리서치)	(주)조선뉴스프레스	3.9	2	경기	여주양평	11785	모노커뮤니케이션즈(모노리서치)	경기도 여주시 양평군    국회의원선거 정당지지도 	2023-11-29	경기도	/portal/bbs/B0000005/view.do?nttId=13258&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=160	모노커뮤니케이션즈(모노리서치)		23시간20분	507	56382	12329	42.9	셀가중	무선ARS(69%) 무선전화번호가상번호/유선ARS(31%) 유선전화번호RDD	무선ARS(69%) SK,KT,LGU+의가입자를대상으로무작위추출로제공받은가상번호경기양평군여주시:SK-4,799,KT-4,800,LG-2,257총11,856건/유선ARS(31%) 11개국번별0000~9999까지랜덤생성	3	2	2023-11-26	지역
경기 여주양평	모노커뮤니케이션즈(모노리서치) -  (주)조선뉴스프레스	김선교	국민의힘	48.6	2023-11-24 ~ 2023-11-26 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호RDD / 507명 / 3.9% / 95% 신뢰수준에 ±4.4%P	2023-11-24	모노커뮤니케이션즈(모노리서치)	모노커뮤니케이션즈(모노리서치)	(주)조선뉴스프레스	3.9	2	경기	여주양평	11785	모노커뮤니케이션즈(모노리서치)	경기도 여주시 양평군    국회의원선거 정당지지도 	2023-11-29	경기도	/portal/bbs/B0000005/view.do?nttId=13258&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=160	모노커뮤니케이션즈(모노리서치)		23시간20분	507	56382	12329	42.9	셀가중	무선ARS(69%) 무선전화번호가상번호/유선ARS(31%) 유선전화번호RDD	무선ARS(69%) SK,KT,LGU+의가입자를대상으로무작위추출로제공받은가상번호경기양평군여주시:SK-4,799,KT-4,800,LG-2,257총11,856건/유선ARS(31%) 11개국번별0000~9999까지랜덤생성	3	2	2023-11-26	지역
경남 거제	PNR-(주)피플네트웍스 -  폴리뉴스/경남매일	변광용	더불어민주당	40	2023-11-28 ~ 2023-11-29 / 무선 ARS / 무선전화번호가상번호 / 1009명 / 7.5% / 95% 신뢰수준에 ±3.1%P	2023-11-28	PNR-(주)피플네트웍스	PNR-피플네트웍스	폴리뉴스/경남매일	7.5	2	경남	거제	11792	PNR-(주)피플네트웍스	경상남도 거제시 국회의원선거정당지지도 	2023-11-29	경상남도	/portal/bbs/B0000005/view.do?nttId=13268&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=159	PNR-(주)피플네트웍스		14시간30분	1009	29225	12393	46.7	림가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(12,904),KT(11,399),LGU+(4,922)가입자리스트로부터무작위추출	2	0	2023-11-29	지역
경남 거제	PNR-(주)피플네트웍스 -  폴리뉴스/경남매일	서일준	국민의힘	43	2023-11-28 ~ 2023-11-29 / 무선 ARS / 무선전화번호가상번호 / 1009명 / 7.5% / 95% 신뢰수준에 ±3.1%P	2023-11-28	PNR-(주)피플네트웍스	PNR-피플네트웍스	폴리뉴스/경남매일	7.5	2	경남	거제	11792	PNR-(주)피플네트웍스	경상남도 거제시 국회의원선거정당지지도 	2023-11-29	경상남도	/portal/bbs/B0000005/view.do?nttId=13268&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=159	PNR-(주)피플네트웍스		14시간30분	1009	29225	12393	46.7	림가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(12,904),KT(11,399),LGU+(4,922)가입자리스트로부터무작위추출	2	0	2023-11-29	지역
경기 남양주병	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	김용민	더불어민주당	46.4	2023-11-29 ~ 2023-11-30 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 503명 / 10.3% / 95% 신뢰수준에 ±4.4%P	2023-11-29	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	10.3	2	경기	남양주병	11795	(주)여론조사꽃	경기도 남양주시  병 선거구  정당지지도 국회의원선거 	2023-12-01	경기도	/portal/bbs/B0000005/view.do?nttId=13273&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=159	(주)여론조사꽃		14시간30분	503	14775	4387	35.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2982)가입자리스트로부터무작위추출	2	0	2023-11-30	지역
경기 남양주병	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	조광한	국민의힘	27.8	2023-11-29 ~ 2023-11-30 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 503명 / 10.3% / 95% 신뢰수준에 ±4.4%P	2023-11-29	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	10.3	2	경기	남양주병	11795	(주)여론조사꽃	경기도 남양주시  병 선거구  정당지지도 국회의원선거 	2023-12-01	경기도	/portal/bbs/B0000005/view.do?nttId=13273&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=159	(주)여론조사꽃		14시간30분	503	14775	4387	35.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2982)가입자리스트로부터무작위추출	2	0	2023-11-30	지역
강원 원주갑	조원씨앤아이 -  한양경제	원창묵	더불어민주당	40.1	2023-12-02 ~ 2023-12-04 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호 / 550명 / 5.1% / 95% 신뢰수준에 ±4.2%P	2023-12-02	조원씨앤아이	조원씨앤아이	한양경제	5.1	2	강원	원주갑	11814	조원씨앤아이	강원특별자치도 원주시  강원특별자치도 원주시 갑 지역구  국회의원선거 정당지지도 	2023-12-05	강원특별자치도	/portal/bbs/B0000005/view.do?nttId=13301&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=158	조원씨앤아이		13시간0분	550	34736	10260	47.6	림가중	무선ARS(91.5%) 무선전화번호가상번호/유선ARS(8.5%) 유선전화번호	무선ARS(91.5%) 가상번호구축방법:SK(7500),KT(4500),LGU+(2736)가입자리스트로부터무작위추출/유선ARS(8.5%) RDD구축방법:20개국번별0000~9999까지무작위생성및추출	3	2	2023-12-04	지역
강원 원주갑	조원씨앤아이 -  한양경제	박정하	국민의힘	38.3	2023-12-02 ~ 2023-12-04 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호 / 550명 / 5.1% / 95% 신뢰수준에 ±4.2%P	2023-12-02	조원씨앤아이	조원씨앤아이	한양경제	5.1	2	강원	원주갑	11814	조원씨앤아이	강원특별자치도 원주시  강원특별자치도 원주시 갑 지역구  국회의원선거 정당지지도 	2023-12-05	강원특별자치도	/portal/bbs/B0000005/view.do?nttId=13301&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=158	조원씨앤아이		13시간0분	550	34736	10260	47.6	림가중	무선ARS(91.5%) 무선전화번호가상번호/유선ARS(8.5%) 유선전화번호	무선ARS(91.5%) 가상번호구축방법:SK(7500),KT(4500),LGU+(2736)가입자리스트로부터무작위추출/유선ARS(8.5%) RDD구축방법:20개국번별0000~9999까지무작위생성및추출	3	2	2023-12-04	지역
인천 계양을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	이재명	더불어민주당	48.7	2023-12-06 ~ 2023-12-07 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 515명 / 12.1% / 95% 신뢰수준에 ±4.3%P	2023-12-06	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.1	2	인천	계양을	11820	(주)여론조사꽃	인천광역시 계양구  을 선거구  정당지지도 국회의원선거 	2023-12-08	인천광역시	/portal/bbs/B0000005/view.do?nttId=13307&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=157	(주)여론조사꽃		13시간20분	515	14797	3749	31.9	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-12-07	지역
인천 계양을	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	원희룡	국민의힘	31.9	2023-12-06 ~ 2023-12-07 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 515명 / 12.1% / 95% 신뢰수준에 ±4.3%P	2023-12-06	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.1	2	인천	계양을	11820	(주)여론조사꽃	인천광역시 계양구  을 선거구  정당지지도 국회의원선거 	2023-12-08	인천광역시	/portal/bbs/B0000005/view.do?nttId=13307&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=157	(주)여론조사꽃		13시간20분	515	14797	3749	31.9	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2023-12-07	지역
인천 계양을	미디어토마토 -  뉴스토마토	이재명	더불어민주당	48.5	2023-12-09 ~ 2023-12-10 / 무선 ARS / 무선전화번호가상번호 / 505명 / 6.8% / 95% 신뢰수준에 ±4.4%P	2023-12-09	미디어토마토	미디어토마토	뉴스토마토	6.8	2	인천	계양을	11838	미디어토마토	인천광역시 계양구  을  국회의원선거 정당지지도 기타 	2023-12-11	인천광역시	/portal/bbs/B0000005/view.do?nttId=13333&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=155	미디어토마토		20시간0분	505	14966	6967	52.4	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SKT(7500),KT(4496),LGU+(2970)가입자리스트로부터무작위추출	2	2	2023-12-10	지역
인천 계양을	미디어토마토 -  뉴스토마토	원희룡	국민의힘	39.3	2023-12-09 ~ 2023-12-10 / 무선 ARS / 무선전화번호가상번호 / 505명 / 6.8% / 95% 신뢰수준에 ±4.4%P	2023-12-09	미디어토마토	미디어토마토	뉴스토마토	6.8	2	인천	계양을	11838	미디어토마토	인천광역시 계양구  을  국회의원선거 정당지지도 기타 	2023-12-11	인천광역시	/portal/bbs/B0000005/view.do?nttId=13333&menuNo=200467&searchTime=:: 날짜구분 ::&sdate=&edate=&pdate=&pollGubuncd=VT025&searchCnd=:: 검색어구분 ::&searchWrd=&pageIndex=155	미디어토마토		20시간0분	505	14966	6967	52.4	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SKT(7500),KT(4496),LGU+(2970)가입자리스트로부터무작위추출	2	2	2023-12-10	지역
서울 강서갑	한길리서치 -  폴리뉴스	강선우	더불어민주당	45.3	2023-12-09 ~ 2023-12-17 / 무선 ARS, 유선 ARS / 무선전화번호가상번호, 유선전화번호RDD / 500명 / 2.2% / 95% 신뢰수준에 ±4.4%P	2023-12-09	한길리서치	한길리서치	폴리뉴스	2.2	2	서울	강서갑	11913	한길리서치	서울특별시 강서구  갑 선거구  정당지지도 국회의원선거 	2023-12-19	서울특별시	/portal/bbs/B0000005/view.do?nttId=13423&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=145	한길리서치		26시간10분	500	103979	22414	61.6	셀가중	무선ARS(88.0%) 무선전화번호가상번호/유선ARS(12%) 유선전화번호RDD	무선ARS(88.0%) 가상번호구축방법:SKT(7473),KT(4486),LGU+(2990)가입자리스트로부터무작위추출/유선ARS(12%) 20개국번별0000~9999까지무작위생성및추출	9	5	2023-12-17	지역
