district	nesdcLabel	name	party	percent	info	조사시작일	조사기관.여론M	조사기관2	의뢰기관	총협조율	후보수	권역	선거구명	RegNumber	SurveyAgency	여론조사명칭	등록일	지역_시도	link	조사기관.여심위	공동조사기관	조사시간	조사완료사례수	총사용규모	총거절이탈규모	총접촉률	가중법	조사방법.요약	표본구성.요약	조사일수	휴일조사일수	조사종료일	지역
서울 동작을	주식회사 미디어토마토 -  뉴스토마토	나경원	국민의힘	47.1	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 504명 / 7.3% / 95% 신뢰수준에 ±4.4%P	2024-03-10	주식회사 미디어토마토	미디어토마토	뉴스토마토	7.3	3	서울	동작을	12763	주식회사 미디어토마토	서울특별시 동작구  동작을  국회의원선거 정기(정례)조사 비례대표국회의원선거 	2024-03-12	서울특별시	/portal/bbs/B0000005/view.do?nttId=14406&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	주식회사미디어토마토		14시간0분	504	14846	6388	48.5	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SKT(7500),KT(4500),LGU+(2846)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
서울 동작을	주식회사 미디어토마토 -  뉴스토마토	한승민	개혁신당	5.1	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 504명 / 7.3% / 95% 신뢰수준에 ±4.4%P	2024-03-10	주식회사 미디어토마토	미디어토마토	뉴스토마토	7.3	3	서울	동작을	12763	주식회사 미디어토마토	서울특별시 동작구  동작을  국회의원선거 정기(정례)조사 비례대표국회의원선거 	2024-03-12	서울특별시	/portal/bbs/B0000005/view.do?nttId=14406&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	주식회사미디어토마토		14시간0분	504	14846	6388	48.5	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SKT(7500),KT(4500),LGU+(2846)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포을	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	박상혁	더불어민주당	48.6	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 505명 / 7.4% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.4	4	경기	김포을	12761	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 을 선거구국회의원선거정당지지도비례대표국회의원선거 	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14404&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	505	14990	6359	47.8	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7499)KT(4500)LG(2991)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포을	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	홍철호	국민의힘	38.4	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 505명 / 7.4% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.4	4	경기	김포을	12761	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 을 선거구국회의원선거정당지지도비례대표국회의원선거 	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14404&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	505	14990	6359	47.8	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7499)KT(4500)LG(2991)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포을	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	김경한	개혁신당	2.6	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 505명 / 7.4% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.4	4	경기	김포을	12761	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 을 선거구국회의원선거정당지지도비례대표국회의원선거 	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14404&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	505	14990	6359	47.8	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7499)KT(4500)LG(2991)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포을	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	이환승	무소속	2.3	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 505명 / 7.4% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.4	4	경기	김포을	12761	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 을 선거구국회의원선거정당지지도비례대표국회의원선거 	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14404&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	505	14990	6359	47.8	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7499)KT(4500)LG(2991)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포갑	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	김주영	더불어민주당	44.9	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 502명 / 7.5% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.5	3	경기	김포갑	12759	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 갑 선거구국회의원선거정당지지도기타 비례대표국회의원선거	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14402&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	502	15000	6214	47.7	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7500)KT(4500)LG(3000)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포갑	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	박진호	국민의힘	41.9	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 502명 / 7.5% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.5	3	경기	김포갑	12759	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 갑 선거구국회의원선거정당지지도기타 비례대표국회의원선거	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14402&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	502	15000	6214	47.7	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7500)KT(4500)LG(3000)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 김포갑	케이에스오아이 주식회사(한국사회여론연구소) -  경인일보	하금성	새로운미래	1.5	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 502명 / 7.5% / 95% 신뢰수준에 ±4.4%P	2024-03-10	케이에스오아이 주식회사(한국사회여론연구소)	케이에스오아이(한국사회여론연구소)	경인일보	7.5	3	경기	김포갑	12759	케이에스오아이 주식회사(한국사회여론연구소)	경기도 김포시 갑 선거구국회의원선거정당지지도기타 비례대표국회의원선거	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14402&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	케이에스오아이주식회사(한국사회여론연구소)		22시간0분	502	15000	6214	47.7	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) SK(7500)KT(4500)LG(3000)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 시흥을	한길리서치 -  인천일보/경인방송	조정식	더불어민주당	50.4	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 502명 / 6% / 95% 신뢰수준에 ±4.4%P	2024-03-10	한길리서치	한길리서치	인천일보/경인방송	6	2	경기	시흥을	12755	한길리서치	경기도 시흥시  을 선거구  국회의원선거 정당지지도 	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14398&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	한길리서치		22시간0분	502	14919	7892	58.1	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) 가상번호구축방법:SK(7424),KT(3742),LGU+(3753)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
경기 시흥을	한길리서치 -  인천일보/경인방송	김윤식	국민의힘	30.9	2024-03-10 ~ 2024-03-11 / 무선 ARS / 무선전화번호가상번호 / 502명 / 6% / 95% 신뢰수준에 ±4.4%P	2024-03-10	한길리서치	한길리서치	인천일보/경인방송	6	2	경기	시흥을	12755	한길리서치	경기도 시흥시  을 선거구  국회의원선거 정당지지도 	2024-03-12	경기도	/portal/bbs/B0000005/view.do?nttId=14398&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=63	한길리서치		22시간0분	502	14919	7892	58.1	셀가중	무선ARS(100%) 무선전화번호가상번호	무선ARS(100%) 가상번호구축방법:SK(7424),KT(3742),LGU+(3753)가입자리스트로부터무작위추출	2	1	2024-03-11	지역
서울 마포을	(주)리서치앤리서치 -  동아일보	정청래	더불어민주당	45.6	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 501명 / 10.3% / 95% 신뢰수준에 ±4.4%P	2024-03-11	(주)리서치앤리서치	리서치앤리서치	동아일보	10.3	3	서울	마포을	12785	(주)리서치앤리서치	서울특별시 마포구  마포구을  비례대표국회의원선거 정당지지도 대통령선거 	2024-03-15	서울특별시	/portal/bbs/B0000005/view.do?nttId=14438&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=60	(주)리서치앤리서치		18시간50분	501	14494	4365	37.5	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(6448),KT(5698),LGU+(2854)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
서울 마포을	(주)리서치앤리서치 -  동아일보	함운경	국민의힘	30.9	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 501명 / 10.3% / 95% 신뢰수준에 ±4.4%P	2024-03-11	(주)리서치앤리서치	리서치앤리서치	동아일보	10.3	3	서울	마포을	12785	(주)리서치앤리서치	서울특별시 마포구  마포구을  비례대표국회의원선거 정당지지도 대통령선거 	2024-03-15	서울특별시	/portal/bbs/B0000005/view.do?nttId=14438&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=60	(주)리서치앤리서치		18시간50분	501	14494	4365	37.5	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(6448),KT(5698),LGU+(2854)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
서울 마포을	(주)리서치앤리서치 -  동아일보	장혜영	녹색정의당	7.2	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 501명 / 10.3% / 95% 신뢰수준에 ±4.4%P	2024-03-11	(주)리서치앤리서치	리서치앤리서치	동아일보	10.3	3	서울	마포을	12785	(주)리서치앤리서치	서울특별시 마포구  마포구을  비례대표국회의원선거 정당지지도 대통령선거 	2024-03-15	서울특별시	/portal/bbs/B0000005/view.do?nttId=14438&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=60	(주)리서치앤리서치		18시간50분	501	14494	4365	37.5	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(6448),KT(5698),LGU+(2854)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
인천 부평갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	노종면	더불어민주당	33.9	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 513명 / 12.6% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.6	5	인천	부평갑	12769	(주)여론조사꽃	인천광역시 부평구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	인천광역시	/portal/bbs/B0000005/view.do?nttId=14412&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		11시간40분	513	15000	3569	31	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
인천 부평갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	유제홍	국민의힘	28.7	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 513명 / 12.6% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.6	5	인천	부평갑	12769	(주)여론조사꽃	인천광역시 부평구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	인천광역시	/portal/bbs/B0000005/view.do?nttId=14412&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		11시간40분	513	15000	3569	31	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
인천 부평갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	문병호	개혁신당	2.5	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 513명 / 12.6% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.6	5	인천	부평갑	12769	(주)여론조사꽃	인천광역시 부평구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	인천광역시	/portal/bbs/B0000005/view.do?nttId=14412&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		11시간40분	513	15000	3569	31	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
인천 부평갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	신용준	진보당	0.6	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 513명 / 12.6% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.6	5	인천	부평갑	12769	(주)여론조사꽃	인천광역시 부평구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	인천광역시	/portal/bbs/B0000005/view.do?nttId=14412&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		11시간40분	513	15000	3569	31	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
인천 부평갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	이성만	무소속	3.4	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 513명 / 12.6% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	12.6	5	인천	부평갑	12769	(주)여론조사꽃	인천광역시 부평구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	인천광역시	/portal/bbs/B0000005/view.do?nttId=14412&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		11시간40분	513	15000	3569	31	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(3000)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
서울 도봉갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	안귀령	더불어민주당	41.3	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 509명 / 16.8% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	16.8	3	서울	도봉갑	12768	(주)여론조사꽃	서울특별시 도봉구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	서울특별시	/portal/bbs/B0000005/view.do?nttId=14411&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		9시간10분	509	14988	2523	22.8	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2998)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
서울 도봉갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	김재섭	국민의힘	33.1	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 509명 / 16.8% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	16.8	3	서울	도봉갑	12768	(주)여론조사꽃	서울특별시 도봉구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	서울특별시	/portal/bbs/B0000005/view.do?nttId=14411&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		9시간10분	509	14988	2523	22.8	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2998)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
서울 도봉갑	(주)여론조사꽃 -  (주)여론조사꽃 자체조사	윤오	녹색정의당	1.5	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 509명 / 16.8% / 95% 신뢰수준에 ±4.3%P	2024-03-11	(주)여론조사꽃	여론조사꽃	(주)여론조사꽃 자체조사	16.8	3	서울	도봉갑	12768	(주)여론조사꽃	서울특별시 도봉구  갑 선거구  정당지지도 국회의원선거 	2024-03-13	서울특별시	/portal/bbs/B0000005/view.do?nttId=14411&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	(주)여론조사꽃		9시간10분	509	14988	2523	22.8	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) 가상번호구축방법:SKT(7500),KT(4500),LGU+(2998)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 부천을	메타보이스(주) -  JTBC	김기표	더불어민주당	45	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 500명 / 8.9% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	8.9	4	경기	부천을	12773	메타보이스(주)	경기도 부천시 원미구  부천시을 선거구  국회의원선거 정당지지도 비례대표국회의원선거 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14416&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=61	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	500	14788	5128	40.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,499개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 부천을	메타보이스(주) -  JTBC	박성중	국민의힘	25	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 500명 / 8.9% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	8.9	4	경기	부천을	12773	메타보이스(주)	경기도 부천시 원미구  부천시을 선거구  국회의원선거 정당지지도 비례대표국회의원선거 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14416&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=61	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	500	14788	5128	40.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,499개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 부천을	메타보이스(주) -  JTBC	백현종	진보당	0	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 500명 / 8.9% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	8.9	4	경기	부천을	12773	메타보이스(주)	경기도 부천시 원미구  부천시을 선거구  국회의원선거 정당지지도 비례대표국회의원선거 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14416&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=61	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	500	14788	5128	40.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,499개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 부천을	메타보이스(주) -  JTBC	설훈무소속	무소속	9	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 500명 / 8.9% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	8.9	4	경기	부천을	12773	메타보이스(주)	경기도 부천시 원미구  부천시을 선거구  국회의원선거 정당지지도 비례대표국회의원선거 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14416&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=61	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	500	14788	5128	40.6	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,499개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 용인갑	메타보이스(주) -  JTBC	이상식	더불어민주당	43	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 502명 / 10% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	10	5	경기	용인갑	12772	메타보이스(주)	경기도 용인시 처인구  용인시갑 선거구  국회의원선거 비례대표국회의원선거 기타 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14415&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	502	15000	4517	35	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,500개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 용인갑	메타보이스(주) -  JTBC	이원모	국민의힘	30	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 502명 / 10% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	10	5	경기	용인갑	12772	메타보이스(주)	경기도 용인시 처인구  용인시갑 선거구  국회의원선거 비례대표국회의원선거 기타 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14415&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	502	15000	4517	35	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,500개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 용인갑	메타보이스(주) -  JTBC	양향자	개혁신당	4	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 502명 / 10% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	10	5	경기	용인갑	12772	메타보이스(주)	경기도 용인시 처인구  용인시갑 선거구  국회의원선거 비례대표국회의원선거 기타 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14415&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	502	15000	4517	35	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,500개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
경기 용인갑	메타보이스(주) -  JTBC	고명환	자유통일당	0	2024-03-11 ~ 2024-03-12 / 무선전화면접 / 무선전화번호휴대전화 가상번호 / 502명 / 10% / 95% 신뢰수준에 ±4.4%P	2024-03-11	메타보이스(주)	메타보이스	JTBC	10	5	경기	용인갑	12772	메타보이스(주)	경기도 용인시 처인구  용인시갑 선거구  국회의원선거 비례대표국회의원선거 기타 	2024-03-13	경기도	/portal/bbs/B0000005/view.do?nttId=14415&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=62	메타보이스(주)	실사:현대리서치와공동수행	21시간30분	502	15000	4517	35	셀가중	무선전화면접(100%) 무선전화번호휴대전화가상번호	무선전화면접(100%) SKT(7,500개),KT(4,500개),LGU+(3,000개)가입자리스트로부터무작위추출	2	0	2024-03-12	지역
